,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
86,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,,2011-12-13 19:36:32.000,2023-11-06 17:25:08.000,2016-03-04 01:16:26,1004.0,,379.0,48.0,262.0,401.0,465.0,1358.0,,,1.0,95.0,31,False,,nose,conda-forge/nose,,147253.0,147253.0,https://pypi.org/project/nose,,,4991509.0,5024702.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,2987372.0,2.0,,,,,,,,,,,,,,,,,
87,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-11-08 17:37:29.000,2023-11-03 03:27:08,331.0,8.0,96.0,8.0,213.0,56.0,151.0,991.0,2023-09-16 20:25:57.000,23.9.16,41.0,77.0,31,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],34851.0,34851.0,https://pypi.org/project/flake8-bugbear,,,2532777.0,2553731.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-09-18 23:27:35.475,754377.0,2.0,,,,,,,,,,,,,,,,,
88,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-11-07 11:28:06.000,2023-11-06 21:00:37,1647.0,123.0,195.0,26.0,440.0,89.0,444.0,773.0,2023-10-02 15:08:38.000,8.0.4,55.0,128.0,31,True,,setuptools_scm,conda-forge/setuptools_scm,,,,https://pypi.org/project/setuptools_scm,,,28349634.0,28397984.0,https://anaconda.org/conda-forge/setuptools_scm,2023-10-04 14:19:42.239,2030714.0,3.0,,,,,,,,,,,,,,,,,
89,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-09-16 14:13:15.000,2023-06-19 12:19:25,147.0,,56.0,17.0,60.0,14.0,40.0,602.0,2022-01-24 01:14:49.000,0.7.0,13.0,23.0,31,True,,mccabe,conda-forge/mccabe,,422947.0,406954.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,15993.0,32450994.0,32537141.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7667124.0,2.0,,,,,,,,,,,,,,,,,
90,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-11-04 22:55:08.000,2023-11-04 22:55:07,654.0,26.0,117.0,16.0,195.0,54.0,169.0,571.0,2023-10-23 02:19:27.000,2.5.4,24.0,70.0,31,True,pylint-dev/pylint-django,pylint-django,conda-forge/pylint-django,['pylint'],27646.0,27646.0,https://pypi.org/project/pylint-django,,,2522398.0,2524388.0,https://anaconda.org/conda-forge/pylint-django,2023-06-16 13:25:11.432,172739.0,2.0,278.0,,,,,,,,,,,,,,,,
91,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2023-11-08 00:47:24.000,2023-11-06 22:53:40,333.0,13.0,99.0,11.0,220.0,29.0,146.0,505.0,2023-10-31 16:29:40.000,1.24.1,70.0,54.0,31,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],46349.0,44399.0,https://pypi.org/project/sphinx-autodoc-typehints,2023-10-31 16:29:40.000,1950.0,1646359.0,1661372.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-07-21 19:10:23.294,615569.0,2.0,,,,,,,,,,,,,,,,,
92,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2023-10-31 14:16:17.000,2023-10-31 14:16:15,10109.0,22.0,5224.0,1091.0,363.0,49.0,5006.0,28760.0,2023-01-02 22:32:55.000,1.7,8.0,130.0,30,False,,sqlmap,,,21.0,21.0,https://pypi.org/project/sqlmap,,,11155.0,11155.0,,,,2.0,,,,,,,,,,,,,,,,,
93,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-07-27 14:52:53.379,2023-07-15 15:04:46,313.0,,935.0,235.0,117.0,26.0,105.0,16087.0,,,24.0,27.0,30,True,,pysnooper,conda-forge/pysnooper,,1599.0,1599.0,https://pypi.org/project/pysnooper,,,661718.0,663593.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,71255.0,1.0,,,,,,,,,,,,,,,,,
94,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,,2009-10-02 00:43:37.000,2023-10-13 13:17:36.027,2023-10-12 23:38:32,1440.0,11.0,682.0,118.0,494.0,89.0,624.0,4924.0,2017-10-25 15:35:12.000,1.7.1,13.0,132.0,30,True,,pycodestyle,conda-forge/pycodestyle,,20.0,20.0,https://pypi.org/project/pycodestyle,,,34225844.0,34450548.0,https://anaconda.org/conda-forge/pycodestyle,2023-10-13 13:17:36.027,7190544.0,2.0,,,,,,,,,,,,,,,,,
95,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-11-08 17:26:33.000,2023-11-08 17:26:28,1175.0,15.0,121.0,35.0,272.0,109.0,275.0,2025.0,,,22.0,69.0,30,True,,flit,conda-forge/flit,,1613.0,1613.0,https://pypi.org/project/flit,,,348562.0,350692.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,172572.0,3.0,,,,,,,,,,,,,,,,,
96,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,,2013-06-08 22:55:54.000,2023-10-30 12:38:59.000,2023-10-30 12:38:51,666.0,22.0,472.0,69.0,283.0,70.0,162.0,1783.0,,,8.0,97.0,30,False,,pyelftools,conda-forge/pyelftools,,6303.0,6303.0,https://pypi.org/project/pyelftools,,,2650163.0,2654117.0,https://anaconda.org/conda-forge/pyelftools,2023-09-23 20:45:10.696,146303.0,1.0,,,,,,,,,,,,,,,,,
97,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,,2011-03-29 15:28:56.000,2023-11-04 13:12:45.000,2023-10-05 17:12:04,684.0,2.0,184.0,36.0,160.0,49.0,135.0,1635.0,2023-05-12 08:13:47.000,1.8.0,46.0,93.0,30,False,,nodeenv,conda-forge/nodeenv,,63933.0,63933.0,https://pypi.org/project/nodeenv,,,16978067.0,17022870.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,3315476.0,2.0,,,,,,,,,,,,,,,,,
98,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-11-02 07:06:54.000,2023-11-02 07:06:53,544.0,4.0,137.0,24.0,415.0,56.0,274.0,1133.0,2023-04-23 01:43:49.000,2023.04.22,25.0,91.0,30,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],4642.0,4642.0,https://pypi.org/project/nox,,,959717.0,965560.0,https://anaconda.org/conda-forge/nox,2023-09-25 20:41:36.795,239594.0,2.0,,,,,,,,,,,,,,,,,
99,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-10-11 12:31:10.835,2022-08-29 14:53:21,230.0,,80.0,14.0,46.0,2.0,73.0,826.0,2021-11-08 16:58:17.000,6.6.0,20.0,30.0,30,False,,colorlog,conda-forge/colorlog,,30341.0,30341.0,https://pypi.org/project/colorlog,,,7869873.0,7915216.0,https://anaconda.org/conda-forge/colorlog,2023-10-11 12:31:10.835,1813720.0,3.0,,,,,,,,,,,,,,,,,
100,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2023-11-07 00:47:50.000,2023-11-07 00:47:50,1126.0,12.0,129.0,23.0,320.0,50.0,217.0,761.0,,,5.0,77.0,30,False,,nose2,conda-forge/nose2,,24061.0,24061.0,https://pypi.org/project/nose2,,,685531.0,687373.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,121575.0,2.0,,,,,,,,,,,,,,,,,
101,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,,95.0,22.0,107.0,9.0,104.0,563.0,,,21.0,46.0,30,False,,parso,conda-forge/parso,,362093.0,362093.0,https://pypi.org/project/parso,,,23321736.0,23557276.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,16723392.0,2.0,,,,,,,,,,,,,,,,,
102,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2023-11-07 22:59:57.000,2023-11-07 22:59:55,569.0,25.0,21.0,7.0,487.0,4.0,51.0,452.0,2023-07-10 12:46:08.000,3.14.0,39.0,15.0,30,True,,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],26037.0,25343.0,https://pypi.org/project/flake8-comprehensions,2023-07-10 12:46:08.000,694.0,1024158.0,1042802.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-07-17 21:11:54.892,764405.0,2.0,,,,,,,,,,,,,,,,,
103,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2023-11-06 19:43:29.000,2023-11-06 19:43:29,587.0,20.0,144.0,35.0,297.0,80.0,135.0,252.0,2023-09-26 00:23:25.000,1.6.0,15.0,80.0,30,False,,numpydoc,conda-forge/numpydoc,['sphinx'],41025.0,41025.0,https://pypi.org/project/numpydoc,,,569385.0,595881.0,https://anaconda.org/conda-forge/numpydoc,2023-06-16 13:20:56.387,2172742.0,2.0,,,,,,,,,,,,,,,,,
104,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-09-22 19:48:21.052,2023-07-03 22:55:34,205.0,,56.0,20.0,109.0,1.0,86.0,224.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,30,True,,typed_ast,conda-forge/typed-ast,,5544.0,,https://pypi.org/project/typed_ast,2023-07-04 18:38:08.820,5544.0,7780426.0,7948104.0,https://anaconda.org/conda-forge/typed-ast,2023-09-22 19:48:21.052,6204118.0,2.0,,,,,,,,,,,,,,,,,
105,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-11-08 15:55:36.000,2023-11-08 15:55:25,764.0,73.0,33.0,6.0,53.0,21.0,146.0,216.0,2023-10-26 22:38:54.000,0.36.9,56.0,23.0,30,True,,griffe,conda-forge/griffe,,3501.0,3501.0,https://pypi.org/project/griffe,,,828423.0,837983.0,https://anaconda.org/conda-forge/griffe,2023-10-27 01:32:29.962,191211.0,2.0,,,,,,,,,,,,,,,,,
106,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2023-10-27 13:31:15.000,2023-10-18 07:06:19,437.0,6.0,482.0,164.0,158.0,139.0,172.0,9463.0,2023-10-18 16:33:47.000,0.15.2.0,10.0,44.0,29,True,,gdbgui,,,330.0,330.0,https://pypi.org/project/gdbgui,,,16865.0,17268.0,,,,2.0,16155.0,,,,,,,,,,,,,,,,
107,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2023-11-08 21:15:06.000,2023-11-08 21:15:05,2664.0,113.0,294.0,45.0,1459.0,518.0,1072.0,5354.0,2023-10-31 15:04:38.000,2023.10.30,115.0,140.0,29,True,,,conda-forge/mamba,,,,,,,,232048.0,https://anaconda.org/conda-forge/mamba,2023-10-31 08:39:11.232,9746035.0,3.0,,,,,,,,,,,,,,,,,
108,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-11-09 06:38:35.000,2023-11-08 20:03:07,1401.0,39.0,240.0,56.0,1183.0,151.0,922.0,2382.0,2023-11-07 18:52:07.000,2.1.151,100.0,118.0,29,True,,pex,,,,,https://pypi.org/project/pex,,,988527.0,1131602.0,,,,2.0,3576883.0,,,,,,,,,,,,,,,,
109,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2023-10-29 14:06:51.000,2023-08-28 11:47:24,763.0,10.0,334.0,81.0,409.0,125.0,213.0,2262.0,2023-08-24 21:57:04.000,9.0.0,14.0,133.0,29,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],10.0,,https://pypi.org/project/pytest-testinfra,2023-08-24 21:57:04.000,10.0,421736.0,422154.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-08-25 02:18:30.063,14242.0,3.0,,,,,,,,,,,,,,,,,
110,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000,2023-08-03 14:30:43,380.0,,141.0,29.0,84.0,62.0,130.0,1771.0,,,14.0,58.0,29,True,,ipdb,conda-forge/ipdb,,50229.0,50229.0,https://pypi.org/project/ipdb,,,2401595.0,2406402.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,423031.0,2.0,,,,,,,,,,,,,,,,,
111,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-11-01 09:00:38.000,2023-11-01 09:00:37,979.0,19.0,172.0,27.0,288.0,17.0,325.0,1660.0,,,,46.0,29,True,,pdoc,,,2286.0,2286.0,https://pypi.org/project/pdoc,,,160063.0,160063.0,,,,2.0,,,,,,,,,,,,,,,,,
112,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2023-10-14 06:39:48.000,2023-10-06 10:02:00,544.0,5.0,108.0,33.0,89.0,23.0,145.0,1549.0,2023-03-26 06:25:00.948,6.0.1,56.0,60.0,29,True,,radon,conda-forge/radon,,5155.0,4508.0,https://pypi.org/project/radon,2023-03-26 06:25:00.948,647.0,411875.0,412791.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,66881.0,2.0,,,,,,,,,,,,,,,,,
113,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2023-08-12 17:17:17.000,2023-08-08 07:31:15,426.0,,71.0,18.0,161.0,24.0,91.0,1148.0,2023-04-10 11:18:29.000,0.9.7,29.0,50.0,29,True,,pytest-sugar,conda-forge/pytest-sugar,['pytest'],26172.0,23365.0,https://pypi.org/project/pytest-sugar,2023-04-10 11:17:46.295,2807.0,1033042.0,1038866.0,https://anaconda.org/conda-forge/pytest-sugar,2023-07-02 12:36:24.393,221300.0,3.0,7.0,,,,,,,,,,,,,,,,
114,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2023-10-23 21:48:09.000,2023-10-23 21:48:09,645.0,12.0,106.0,25.0,158.0,21.0,65.0,723.0,2023-10-22 15:51:05.000,V2.1.0,25.0,43.0,29,False,,pyhamcrest,conda-forge/pyhamcrest,,37695.0,35845.0,https://pypi.org/project/pyhamcrest,2023-10-22 15:47:25.000,1850.0,1320564.0,1325870.0,https://anaconda.org/conda-forge/pyhamcrest,2023-06-16 13:17:20.732,477594.0,3.0,,,,,,,,,,,,,,,,,
115,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,,2013-12-07 00:03:15.000,2023-10-19 23:30:15.000,2023-10-04 23:10:27,384.0,1.0,175.0,30.0,90.0,66.0,56.0,704.0,,,6.0,30.0,29,False,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],112965.0,112965.0,https://pypi.org/project/alabaster,,,7093735.0,7171447.0,https://anaconda.org/conda-forge/alabaster,2023-06-16 13:24:00.075,6838727.0,2.0,,,,,,,,,,,,,,,,,
116,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2023-10-30 05:29:50.000,2022-11-08 15:07:52,1711.0,,172.0,54.0,275.0,134.0,233.0,565.0,2023-02-03 17:52:32.253,2.13.7,123.0,92.0,29,False,,zc.buildout,conda-forge/zc.buildout,,1045.0,,https://pypi.org/project/zc.buildout,2022-04-07 19:12:49.000,1045.0,60296.0,61484.0,https://anaconda.org/conda-forge/zc.buildout,2023-06-16 19:27:31.340,30891.0,3.0,,,,,,,,,,,,7.0,,,,,
117,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2023-10-19 11:51:11.000,2023-08-14 16:01:13,475.0,1.0,182.0,8.0,227.0,15.0,146.0,531.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,29,True,,coveralls,conda-forge/coveralls,['pytest'],32476.0,32476.0,https://pypi.org/project/coveralls,,,570952.0,583599.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,1037133.0,3.0,,,,,,,,,,,,,,,,,
118,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-11-07 22:51:21.100,2021-06-11 10:22:09,273.0,,40.0,10.0,36.0,31.0,52.0,515.0,2021-06-11 10:24:04.382,15.0.1,63.0,16.0,29,False,,coloredlogs,anaconda/coloredlogs,,32385.0,30311.0,https://pypi.org/project/coloredlogs,2021-06-11 10:24:04.382,2074.0,12879425.0,12879585.0,https://anaconda.org/anaconda/coloredlogs,2023-11-07 22:51:21.100,11903.0,3.0,,,,,,,,,,,,,,,,,
119,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2023-10-16 00:20:48.000,2022-03-06 14:20:17,408.0,,382.0,154.0,71.0,76.0,228.0,9619.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,28,False,,bpytop,conda-forge/bpytop,,157.0,156.0,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000,1.0,6459.0,6909.0,https://anaconda.org/conda-forge/bpytop,2023-06-16 19:24:35.135,14873.0,2.0,,,,,,,,,,,,,,,,,
120,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1356.0,102.0,3152.0,835.0,2373.0,3497.0,2017-05-30 10:07:57.000,0.11.1,730.0,483.0,28,False,,coala-bears,,,120.0,12.0,https://pypi.org/project/coala-bears,2017-05-31 06:47:25.000,108.0,3771.0,3772.0,,,,2.0,176.0,,,,,,,,,,,,,,,,
121,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2023-10-26 19:01:40.000,2023-04-11 16:04:33,1217.0,,380.0,48.0,423.0,119.0,199.0,3249.0,2022-10-05 17:13:10.000,1.4.0,37.0,73.0,28,True,,detect-secrets,,,35.0,,https://pypi.org/project/detect-secrets,2020-07-26 03:40:27.000,35.0,424176.0,424176.0,,,,3.0,,,,,,,,,,,,,,,,,
122,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-11-09 04:53:27.000,2023-11-08 00:05:59,3542.0,280.0,295.0,44.0,770.0,113.0,552.0,2131.0,2023-10-20 05:20:21.000,0.3.16,26.0,133.0,28,True,,briefcase,,,,,https://pypi.org/project/briefcase,,,5921.0,5925.0,,,,2.0,207.0,,,,,,,,,,,,,,,,
123,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-09-28 07:12:05.000,2023-05-29 13:41:01,712.0,,66.0,15.0,79.0,19.0,51.0,1259.0,2022-10-31 08:14:02.000,1.4.0,12.0,28.0,28,True,,yappi,conda-forge/yappi,,1056.0,1056.0,https://pypi.org/project/yappi,,,1698159.0,1700292.0,https://anaconda.org/conda-forge/yappi,2023-06-16 13:20:48.597,164308.0,2.0,,,,,,,,,,,,,,,,,
124,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-11-07 10:47:13.000,2022-07-14 18:31:38,706.0,,65.0,19.0,322.0,78.0,126.0,1191.0,2021-07-09 22:21:56.000,0.10.3,13.0,41.0,28,False,,pdbpp,conda-forge/pdbpp,,5190.0,5190.0,https://pypi.org/project/pdbpp,,,308402.0,309816.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,106121.0,3.0,,,,,,,,,,,,,,,,,
125,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2023-11-05 11:39:24.000,2023-10-11 03:48:44,905.0,18.0,56.0,26.0,123.0,35.0,73.0,1139.0,2023-10-11 03:48:57.000,1.25.0,52.0,24.0,28,True,,wily,,,208.0,199.0,https://pypi.org/project/wily,2023-10-11 03:48:57.000,9.0,14677.0,14677.0,,,,3.0,,,,,,,,,,,,,,,,,
126,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-09-15 21:30:51.000,2023-04-27 00:15:19,1004.0,,104.0,19.0,71.0,91.0,87.0,1139.0,,,5.0,39.0,28,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],7790.0,7790.0,https://pypi.org/project/pytest-benchmark,,,863522.0,884385.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1919430.0,3.0,,,,,,,,,,,,,,,,,
127,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2023-09-06 00:31:07.000,2023-09-06 00:31:07,265.0,1.0,98.0,24.0,109.0,40.0,78.0,748.0,2019-12-10 01:50:33.000,0.8.1,14.0,33.0,28,True,,astor,conda-forge/astor,,2198.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2198.0,5080333.0,5108603.0,https://anaconda.org/conda-forge/astor,2023-06-16 13:23:08.435,2233362.0,2.0,,,,,,,,,,,,,,,,,
128,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-10-28 12:08:30.000,2023-10-28 12:08:30,302.0,7.0,64.0,20.0,63.0,25.0,53.0,486.0,2022-04-20 19:59:44.000,2021.03.14,15.0,25.0,28,True,,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],23215.0,20267.0,https://pypi.org/project/sphinx-autobuild,2021-03-14 13:46:47.000,2948.0,485737.0,488586.0,https://anaconda.org/conda-forge/sphinx-autobuild,2023-06-16 13:21:20.882,225115.0,2.0,,,,,,,,,,,,,,,,,
129,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2023-06-16 16:17:00.951,2021-10-18 03:34:23,504.0,,42.0,7.0,61.0,71.0,95.0,481.0,2021-10-18 03:40:35.000,1.8.1,49.0,22.0,28,False,,darglint,conda-forge/darglint,,19906.0,19780.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000,126.0,448506.0,450113.0,https://anaconda.org/conda-forge/darglint,2023-06-16 16:17:00.951,80352.0,2.0,,,,,,,,,,,,,,,,,
